# Esper - Mount Smolikas Update - PIHE - ITRDB GRC055
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/42228
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-42228.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/grc055x-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/grc055x.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/grc055x.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-06-23
#--------------------
# File_Last_Modified_Date
#   Date: 2025-06-23
#--------------------
# Title
#   Study_Name: Esper - Mount Smolikas Update - PIHE - ITRDB GRC055
#--------------------
# Investigators
#   Investigators: Esper, Jan
#--------------------
# Description_Notes_and_Keywords
#   Description: MXD data
#--------------------
# Publication
#   Authors: Lara Klippel, Paul J. Krusic, Robert Brandes, Claudia Hartl-Meier, Valerie Trouet, Matthew Meko, Jan Esper
#   Published_Date_or_Year: 2017
#   Published_Title: High-elevation inter-site differences in Mount Smolikas tree-ring width data
#   Journal_Name: Dendrochronologia
#   Volume: 44
#   Edition:
#   Issue: None
#   Pages: 164-173
#   Report_Number: None
#   DOI: 10.1016/j.dendro.2017.05.006
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors: Lara Klippel, Paul J. Krusic, Robert Brandes, Claudia Hartl, Soumaya Belmecheri, Manuel Dienst, Jan Esper
#   Published_Date_or_Year: 2018
#   Published_Title: A 1286-year hydro-climate reconstruction for the Balkan Peninsula
#   Journal_Name: Boreas
#   Volume: None
#   Edition:
#   Issue: None
#   Pages: None
#   Report_Number: None
#   DOI: 10.1111/bor.12320
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Mount Smolikas
#   Location: Greece
#   Northernmost_Latitude: 40.106775
#   Southernmost_Latitude: 40.106775
#   Easternmost_Longitude: 20.984423
#   Westernmost_Longitude: 20.984423
#   Elevation_m: 2070
#--------------------
# Data_Collection
#   Collection_Name: GRC055
#   First_Year: 715
#   Last_Year: 2014
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Pinus heldreichii Christ
#   Common_Name: Heldreich's pine
#   Tree_Species_Code: PIHE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## EHS0433A_raw	maximum density,,,gram per decimeter,,tree ring,,,N,Tree ID: EHS0433A
## EHS0433B_raw	maximum density,,,gram per decimeter,,tree ring,,,N,Tree ID: EHS0433B
## EHS0439A_raw	maximum density,,,gram per decimeter,,tree ring,,,N,Tree ID: EHS0439A
## EHS0439B_raw	maximum density,,,gram per decimeter,,tree ring,,,N,Tree ID: EHS0439B
## EHS0441A_raw	maximum density,,,gram per decimeter,,tree ring,,,N,Tree ID: EHS0441A
## EHS0441B_raw	maximum density,,,gram per decimeter,,tree ring,,,N,Tree ID: EHS0441B
## EHS0445A_raw	maximum density,,,gram per decimeter,,tree ring,,,N,Tree ID: EHS0445A
## EHS0448A_raw	maximum density,,,gram per decimeter,,tree ring,,,N,Tree ID: EHS0448A
## EHS0448B_raw	maximum density,,,gram per decimeter,,tree ring,,,N,Tree ID: EHS0448B
#---------------------
# Data:
# Missing_Values: NA
age_CE	EHS0433A_raw	EHS0433B_raw	EHS0439A_raw	EHS0439B_raw	EHS0441A_raw	EHS0441B_raw	EHS0445A_raw	EHS0448A_raw	EHS0448B_raw
1374	NA	0.82	NA	NA	NA	NA	NA	NA	NA
1375	NA	0.77	NA	NA	NA	NA	NA	NA	NA
1376	NA	0.8	NA	NA	NA	NA	NA	NA	NA
1377	NA	0.81	NA	NA	NA	NA	NA	NA	NA
1378	NA	0.8	NA	NA	NA	NA	NA	NA	NA
1379	NA	0.76	NA	NA	NA	NA	NA	NA	NA
1380	NA	0.74	NA	NA	NA	NA	NA	NA	NA
1381	NA	0.67	NA	NA	NA	NA	NA	NA	NA
1382	NA	0.73	NA	NA	NA	NA	NA	NA	NA
1383	NA	0.77	NA	NA	NA	NA	NA	NA	NA
1384	NA	0.78	NA	NA	NA	NA	NA	NA	NA
1385	NA	0.79	NA	NA	NA	NA	NA	NA	NA
1386	NA	0.82	NA	NA	NA	NA	NA	NA	NA
1387	NA	0.87	NA	NA	NA	NA	NA	NA	NA
1388	NA	0.78	NA	NA	NA	NA	NA	NA	NA
1389	NA	0.81	NA	NA	NA	NA	NA	NA	NA
1390	NA	0.77	NA	NA	NA	NA	NA	NA	NA
1391	NA	0.81	NA	NA	NA	NA	NA	NA	NA
1392	NA	0.81	NA	NA	NA	NA	NA	NA	NA
1393	NA	0.79	NA	NA	NA	NA	NA	NA	NA
1394	NA	0.8	NA	NA	NA	NA	NA	NA	NA
1395	NA	0.83	NA	NA	NA	NA	NA	NA	NA
1396	NA	0.83	NA	NA	NA	NA	NA	NA	NA
1397	NA	0.84	NA	NA	NA	NA	NA	NA	NA
1398	NA	0.82	NA	NA	NA	NA	NA	NA	NA
1399	NA	0.84	NA	NA	NA	NA	NA	NA	NA
1400	NA	0.82	NA	NA	NA	NA	NA	NA	NA
1401	NA	0.88	NA	NA	NA	NA	NA	NA	NA
1402	NA	0.83	NA	NA	NA	NA	NA	NA	NA
1403	NA	0.84	NA	NA	NA	NA	NA	NA	NA
1404	NA	0.83	NA	NA	NA	NA	NA	NA	NA
1405	NA	0.85	NA	NA	NA	NA	NA	NA	NA
1406	NA	0.87	NA	NA	NA	NA	NA	NA	NA
1407	NA	0.84	NA	NA	NA	NA	NA	NA	NA
1408	NA	0.76	NA	NA	NA	NA	NA	NA	NA
1409	NA	0.75	NA	NA	NA	NA	NA	NA	NA
1410	NA	0.78	NA	NA	NA	NA	NA	NA	NA
1411	NA	0.78	NA	NA	NA	NA	NA	NA	NA
1412	NA	0.74	NA	NA	NA	NA	NA	NA	NA
1413	NA	0.78	NA	NA	NA	NA	NA	NA	NA
1414	NA	0.75	NA	NA	NA	NA	NA	NA	NA
1415	NA	0.7	NA	NA	NA	NA	NA	NA	NA
1416	NA	0.7	NA	NA	NA	NA	NA	NA	NA
1417	NA	0.72	NA	NA	NA	NA	NA	NA	NA
1418	NA	0.78	NA	NA	NA	NA	NA	NA	NA
1419	NA	0.75	NA	NA	NA	NA	NA	NA	NA
1420	NA	0.67	NA	NA	NA	NA	NA	NA	NA
1421	NA	0.76	NA	NA	NA	NA	NA	NA	NA
1422	NA	0.73	NA	NA	NA	NA	NA	NA	NA
1423	NA	0.81	NA	NA	NA	NA	NA	NA	NA
1424	NA	0.71	NA	NA	NA	NA	NA	NA	NA
1425	NA	0.73	NA	NA	NA	NA	NA	NA	NA
1426	NA	0.74	NA	NA	NA	NA	NA	NA	NA
1427	NA	0.77	NA	NA	NA	NA	NA	NA	NA
1428	NA	0.79	NA	NA	NA	NA	NA	NA	NA
1429	NA	0.7	NA	NA	NA	NA	NA	NA	NA
1430	0.68	0.76	NA	NA	NA	NA	NA	NA	NA
1431	0.57	0.75	NA	NA	NA	NA	NA	NA	NA
1432	0.73	0.73	NA	NA	NA	NA	NA	NA	NA
1433	0.71	0.65	NA	NA	NA	NA	NA	NA	NA
1434	0.78	0.68	NA	NA	NA	NA	NA	NA	NA
1435	0.67	0.73	NA	NA	NA	NA	NA	NA	NA
1436	0.71	0.8	NA	NA	NA	NA	NA	NA	NA
1437	0.69	0.77	NA	NA	NA	NA	NA	NA	NA
1438	0.66	0.73	NA	NA	NA	NA	NA	NA	NA
1439	0.79	0.81	NA	NA	NA	NA	NA	NA	NA
1440	0.66	0.7	NA	NA	NA	NA	NA	NA	NA
1441	0.71	0.79	NA	NA	NA	NA	NA	NA	NA
1442	0.72	0.77	NA	NA	NA	NA	NA	NA	NA
1443	0.73	0.77	NA	NA	NA	NA	NA	NA	NA
1444	0.65	0.71	NA	NA	NA	NA	NA	NA	NA
1445	0.68	0.75	NA	NA	NA	NA	NA	NA	NA
1446	0.72	0.79	NA	NA	NA	NA	NA	NA	NA
1447	0.72	0.74	NA	NA	NA	NA	NA	NA	NA
1448	0.7	0.73	NA	NA	NA	NA	NA	NA	NA
1449	0.71	0.77	NA	NA	NA	NA	NA	NA	NA
1450	0.72	0.77	NA	NA	NA	NA	NA	NA	NA
1451	0.73	0.79	NA	NA	NA	NA	NA	NA	NA
1452	0.75	0.79	NA	NA	NA	NA	NA	NA	NA
1453	0.67	0.68	NA	NA	NA	NA	NA	NA	NA
1454	0.65	0.74	NA	NA	NA	NA	NA	NA	NA
1455	0.72	0.77	NA	NA	NA	NA	NA	NA	NA
1456	0.72	0.82	NA	NA	NA	NA	NA	NA	NA
1457	0.74	0.69	NA	NA	NA	NA	NA	NA	NA
1458	0.69	0.72	NA	NA	NA	NA	NA	NA	NA
1459	0.71	0.69	NA	NA	NA	NA	NA	NA	NA
1460	0.71	0.66	NA	NA	NA	NA	NA	NA	NA
1461	0.68	0.67	NA	NA	NA	NA	NA	NA	NA
1462	0.75	0.65	NA	NA	NA	NA	NA	NA	NA
1463	0.73	0.65	NA	NA	NA	NA	NA	NA	NA
1464	0.61	0.65	NA	NA	NA	NA	NA	NA	NA
1465	0.64	0.66	NA	NA	NA	NA	NA	NA	NA
1466	0.68	0.66	NA	NA	NA	NA	NA	NA	NA
1467	0.76	0.66	NA	NA	NA	NA	NA	NA	NA
1468	0.74	0.69	NA	NA	NA	NA	NA	NA	NA
1469	0.73	0.66	NA	NA	NA	NA	NA	NA	NA
1470	0.66	0.68	NA	NA	NA	NA	NA	NA	NA
1471	0.67	0.68	NA	NA	NA	NA	NA	NA	NA
1472	0.67	0.65	NA	NA	NA	NA	NA	NA	NA
1473	0.63	0.67	NA	NA	NA	NA	NA	NA	NA
1474	0.8	0.72	NA	NA	NA	NA	NA	NA	NA
1475	0.81	0.73	NA	NA	NA	NA	NA	NA	NA
1476	0.72	0.64	NA	NA	NA	NA	NA	NA	NA
1477	0.79	0.67	NA	NA	NA	NA	NA	NA	NA
1478	0.82	0.67	NA	NA	NA	NA	NA	NA	NA
1479	0.8	0.64	NA	NA	NA	NA	NA	NA	NA
1480	0.8	0.72	NA	NA	NA	NA	NA	NA	NA
1481	0.78	0.73	NA	NA	NA	NA	NA	NA	NA
1482	0.76	0.69	NA	NA	NA	NA	NA	NA	NA
1483	0.82	0.63	0.75	NA	NA	NA	NA	NA	NA
1484	0.83	0.62	0.71	NA	NA	NA	NA	NA	NA
1485	0.82	0.65	0.77	NA	NA	NA	NA	NA	NA
1486	0.8	0.72	0.79	NA	NA	NA	NA	NA	NA
1487	0.77	0.73	0.8	NA	NA	NA	NA	NA	NA
1488	0.84	0.72	0.79	NA	NA	NA	NA	NA	NA
1489	0.76	0.71	0.83	NA	NA	NA	NA	NA	NA
1490	0.75	0.72	0.86	NA	NA	NA	NA	NA	NA
1491	0.72	0.76	0.73	NA	NA	NA	NA	NA	NA
1492	0.81	0.7	0.7	NA	NA	NA	NA	NA	NA
1493	0.79	0.63	0.77	NA	NA	NA	NA	NA	NA
1494	0.66	0.7	0.68	NA	NA	NA	NA	NA	NA
1495	0.66	0.67	0.71	NA	NA	NA	NA	NA	NA
1496	0.73	0.71	0.66	NA	NA	NA	NA	NA	NA
1497	0.78	0.68	0.72	NA	NA	NA	NA	NA	NA
1498	0.75	0.67	0.76	NA	NA	NA	NA	NA	NA
1499	0.72	0.7	0.75	NA	NA	NA	NA	NA	NA
1500	0.74	0.69	0.73	NA	NA	NA	NA	NA	NA
1501	0.66	0.67	0.63	NA	NA	NA	NA	NA	NA
1502	0.7	0.67	0.7	NA	NA	NA	NA	NA	NA
1503	0.76	0.68	0.68	NA	NA	NA	NA	NA	NA
1504	0.68	0.67	0.7	NA	NA	NA	NA	NA	NA
1505	0.59	0.61	0.72	NA	NA	NA	NA	NA	NA
1506	0.71	0.63	0.7	NA	NA	NA	NA	NA	NA
1507	0.74	0.68	0.74	NA	NA	NA	NA	NA	NA
1508	0.7	0.66	0.71	NA	NA	NA	NA	NA	NA
1509	0.7	0.67	0.74	NA	NA	NA	NA	NA	NA
1510	0.73	0.64	0.7	NA	NA	NA	NA	NA	NA
1511	0.75	0.64	0.74	NA	NA	NA	NA	NA	NA
1512	0.73	0.59	0.76	NA	NA	NA	NA	NA	NA
1513	0.65	0.62	0.58	NA	NA	NA	NA	NA	NA
1514	0.73	0.65	0.69	NA	NA	NA	NA	NA	NA
1515	0.75	0.63	0.73	NA	NA	NA	NA	NA	NA
1516	0.76	0.6	0.74	NA	NA	NA	NA	NA	NA
1517	0.75	0.61	0.72	NA	NA	NA	NA	NA	NA
1518	0.75	0.69	0.72	NA	NA	NA	NA	NA	NA
1519	0.78	0.71	0.75	NA	NA	NA	NA	NA	NA
1520	0.73	0.62	0.73	NA	NA	NA	NA	NA	NA
1521	0.76	0.64	0.74	0.77	NA	NA	NA	NA	NA
1522	0.74	0.71	0.71	0.74	NA	NA	NA	NA	NA
1523	0.72	0.65	0.67	0.67	NA	NA	NA	NA	NA
1524	0.73	0.64	0.71	0.7	NA	NA	NA	NA	NA
1525	0.74	0.67	0.69	0.7	NA	NA	NA	NA	NA
1526	0.78	0.72	0.71	0.74	NA	NA	NA	NA	NA
1527	0.69	0.62	0.66	0.65	NA	NA	NA	NA	NA
1528	0.77	0.68	0.73	0.73	NA	NA	NA	NA	NA
1529	0.77	0.71	0.75	0.73	NA	NA	NA	NA	NA
1530	0.76	0.73	0.75	0.77	NA	NA	NA	NA	NA
1531	0.7	0.69	0.67	0.68	NA	NA	NA	NA	NA
1532	0.66	0.67	0.68	0.69	NA	NA	NA	NA	NA
1533	0.75	0.71	0.77	0.73	NA	NA	NA	NA	NA
1534	0.73	0.67	0.75	0.73	NA	NA	NA	NA	NA
1535	0.74	0.71	0.74	0.75	NA	NA	NA	NA	NA
1536	0.73	0.72	0.71	0.72	NA	NA	NA	NA	NA
1537	0.67	0.69	0.7	0.68	NA	NA	NA	NA	NA
1538	0.77	0.77	0.75	0.72	NA	NA	NA	NA	NA
1539	0.75	0.73	0.74	0.74	NA	NA	NA	NA	NA
1540	0.74	0.69	0.71	0.68	NA	NA	NA	NA	NA
1541	0.78	0.76	0.76	0.73	NA	NA	NA	NA	NA
1542	0.75	0.66	0.67	0.66	NA	NA	NA	NA	NA
1543	0.73	0.7	0.75	0.73	NA	NA	NA	NA	NA
1544	0.73	0.73	0.68	0.72	NA	NA	NA	NA	NA
1545	0.73	0.69	0.65	0.67	NA	NA	NA	NA	NA
1546	0.73	0.73	0.61	0.68	NA	NA	NA	NA	NA
1547	0.76	0.74	0.69	0.73	NA	NA	NA	NA	NA
1548	0.73	0.71	0.6	0.65	NA	NA	NA	NA	NA
1549	0.77	0.76	0.69	0.76	NA	NA	NA	NA	NA
1550	0.74	0.73	0.66	0.68	NA	NA	NA	NA	NA
1551	0.78	0.73	0.69	0.76	NA	NA	NA	NA	NA
1552	0.77	0.75	0.63	0.67	NA	NA	NA	NA	NA
1553	0.69	0.73	0.57	0.63	NA	NA	NA	NA	NA
1554	0.72	0.77	0.65	0.63	NA	NA	NA	NA	NA
1555	0.71	0.77	0.63	0.78	NA	NA	NA	NA	NA
1556	0.73	0.79	0.69	0.74	NA	NA	NA	NA	NA
1557	0.72	0.76	0.65	0.71	NA	NA	NA	NA	NA
1558	0.68	0.67	0.61	0.64	NA	NA	NA	NA	NA
1559	0.76	NA	0.72	0.73	NA	NA	NA	NA	NA
1560	0.75	NA	0.73	0.78	NA	NA	NA	NA	NA
1561	0.73	NA	0.68	0.72	NA	NA	NA	NA	NA
1562	0.79	NA	0.76	0.78	NA	NA	NA	NA	NA
1563	0.69	NA	0.63	0.69	NA	NA	NA	NA	NA
1564	0.76	NA	0.76	0.74	NA	NA	NA	NA	NA
1565	0.74	NA	0.69	0.7	NA	NA	NA	NA	NA
1566	0.79	NA	0.76	0.8	NA	NA	NA	NA	NA
1567	0.77	NA	0.78	0.77	NA	NA	NA	NA	NA
1568	0.67	NA	0.65	0.67	NA	NA	NA	NA	NA
1569	0.75	NA	0.74	0.75	NA	NA	NA	NA	NA
1570	0.75	NA	0.76	0.81	NA	NA	NA	NA	NA
1571	0.73	NA	0.73	0.75	NA	NA	NA	NA	NA
1572	0.72	NA	0.72	0.74	NA	NA	NA	NA	NA
1573	0.72	NA	0.76	0.81	NA	NA	NA	NA	NA
1574	0.72	NA	0.72	0.78	NA	NA	NA	NA	NA
1575	0.73	NA	0.7	0.72	NA	NA	NA	NA	NA
1576	0.71	NA	0.65	0.72	NA	NA	NA	NA	NA
1577	0.73	NA	0.68	0.71	NA	NA	NA	NA	NA
1578	0.68	NA	0.62	0.66	NA	NA	NA	NA	NA
1579	0.72	NA	0.66	0.71	NA	NA	NA	NA	NA
1580	0.72	NA	0.76	0.81	NA	NA	NA	NA	NA
1581	0.73	NA	0.72	0.79	NA	NA	NA	NA	NA
1582	0.7	NA	0.7	0.72	NA	NA	NA	NA	NA
1583	0.7	NA	0.62	0.67	NA	NA	NA	NA	NA
1584	0.7	NA	0.69	0.71	NA	NA	NA	NA	NA
1585	0.67	NA	0.71	0.72	NA	NA	NA	NA	NA
1586	0.69	NA	0.67	0.69	NA	NA	NA	NA	NA
1587	0.67	NA	0.68	0.68	NA	NA	NA	NA	NA
1588	0.69	NA	0.66	0.71	NA	NA	NA	NA	NA
1589	0.7	NA	0.67	0.68	NA	NA	NA	NA	NA
1590	0.7	NA	0.68	0.74	NA	NA	NA	NA	NA
1591	0.71	NA	0.67	0.7	NA	NA	NA	NA	NA
1592	0.71	NA	0.65	0.61	NA	NA	NA	NA	NA
1593	0.71	NA	0.69	0.71	NA	NA	NA	NA	NA
1594	0.74	NA	0.73	0.7	NA	NA	NA	NA	NA
1595	0.66	NA	0.64	0.62	NA	NA	NA	NA	NA
1596	0.74	NA	0.74	0.77	NA	NA	NA	NA	NA
1597	0.7	NA	0.64	0.58	NA	NA	NA	NA	NA
1598	0.71	NA	0.67	0.65	NA	NA	NA	NA	NA
1599	0.73	NA	0.74	0.72	NA	NA	NA	NA	NA
1600	0.71	NA	0.71	0.68	NA	NA	NA	NA	NA
1601	0.69	NA	0.61	0.58	NA	NA	NA	NA	NA
1602	0.71	NA	0.69	0.7	NA	NA	NA	NA	NA
1603	0.69	NA	0.67	0.62	NA	NA	NA	NA	NA
1604	0.68	NA	0.6	0.6	NA	NA	NA	NA	NA
1605	0.71	NA	0.65	0.63	NA	NA	NA	NA	NA
1606	0.7	NA	0.72	0.7	NA	NA	NA	NA	NA
1607	0.68	NA	0.73	0.69	NA	NA	NA	NA	NA
1608	0.68	NA	0.69	0.7	NA	NA	NA	NA	NA
1609	0.7	NA	0.72	0.72	NA	NA	NA	NA	NA
1610	0.78	NA	0.73	0.67	NA	NA	NA	NA	NA
1611	0.75	NA	0.72	0.68	NA	NA	NA	NA	NA
1612	0.73	NA	0.72	0.63	NA	NA	NA	NA	NA
1613	0.71	NA	0.7	0.72	NA	NA	NA	NA	NA
1614	0.73	NA	0.71	0.72	NA	NA	NA	NA	NA
1615	0.68	NA	0.7	0.72	NA	NA	NA	NA	NA
1616	0.68	NA	0.68	0.69	NA	NA	NA	NA	NA
1617	0.69	NA	0.74	0.74	NA	NA	NA	NA	NA
1618	0.71	NA	0.74	0.73	NA	NA	NA	NA	NA
1619	0.62	NA	0.64	0.63	NA	NA	NA	NA	NA
1620	0.64	NA	0.73	0.75	NA	NA	NA	NA	NA
1621	0.68	NA	0.68	0.72	NA	NA	NA	NA	NA
1622	0.67	NA	0.72	0.74	NA	NA	NA	NA	NA
1623	0.75	NA	0.73	0.73	NA	NA	NA	NA	NA
1624	NA	NA	0.64	0.59	NA	NA	NA	NA	NA
1625	NA	NA	0.77	0.8	NA	NA	NA	NA	NA
1626	NA	NA	0.73	0.8	NA	NA	NA	NA	NA
1627	NA	NA	0.71	0.75	NA	NA	NA	NA	NA
1628	NA	NA	0.72	0.72	NA	NA	NA	NA	NA
1629	NA	NA	0.71	0.7	NA	NA	NA	NA	NA
1630	NA	NA	0.67	0.7	NA	NA	NA	NA	NA
1631	NA	NA	0.71	0.74	NA	NA	NA	NA	NA
1632	NA	NA	0.72	0.74	NA	NA	NA	NA	NA
1633	NA	NA	0.74	0.74	NA	NA	NA	NA	NA
1634	NA	NA	0.64	0.69	NA	NA	NA	NA	NA
1635	NA	NA	0.77	0.77	NA	NA	NA	NA	NA
1636	NA	NA	0.7	0.74	NA	NA	NA	NA	NA
1637	NA	NA	0.65	0.7	NA	NA	NA	NA	NA
1638	NA	NA	0.69	0.71	NA	NA	NA	NA	NA
1639	NA	NA	0.69	0.75	NA	NA	NA	NA	NA
1640	NA	NA	0.7	0.73	NA	NA	NA	NA	NA
1641	NA	NA	0.53	0.56	NA	NA	NA	NA	NA
1642	NA	NA	0.71	0.71	NA	NA	NA	NA	NA
1643	NA	NA	0.65	0.71	NA	NA	NA	NA	NA
1644	NA	NA	0.69	0.71	NA	NA	NA	NA	NA
1645	NA	NA	0.73	0.77	NA	NA	NA	NA	NA
1646	NA	NA	0.59	0.64	NA	NA	NA	NA	NA
1647	NA	NA	0.63	0.61	NA	NA	NA	NA	NA
1648	NA	NA	0.76	0.74	NA	NA	NA	NA	NA
1649	NA	NA	0.67	0.65	NA	NA	NA	NA	NA
1650	NA	NA	0.7	0.76	NA	NA	NA	NA	NA
1651	NA	NA	0.69	0.73	NA	NA	NA	NA	NA
1652	NA	NA	0.57	0.59	NA	NA	NA	NA	NA
1653	NA	NA	0.7	0.73	NA	NA	NA	NA	NA
1654	NA	NA	0.71	0.73	NA	NA	NA	NA	NA
1655	NA	NA	0.72	0.75	NA	NA	NA	NA	NA
1656	NA	NA	0.64	0.75	NA	NA	NA	NA	NA
1657	NA	NA	0.72	0.74	NA	NA	NA	NA	NA
1658	NA	NA	0.69	0.7	NA	NA	NA	NA	NA
1659	NA	NA	0.7	0.72	NA	NA	NA	NA	NA
1660	NA	NA	0.71	0.73	NA	NA	NA	NA	NA
1661	NA	NA	0.59	0.68	NA	NA	NA	NA	NA
1662	NA	NA	0.68	0.72	NA	NA	NA	NA	NA
1663	NA	NA	0.65	0.74	NA	NA	NA	NA	NA
1664	NA	NA	0.68	0.71	NA	NA	NA	NA	NA
1665	NA	NA	0.75	0.77	NA	NA	NA	NA	NA
1666	NA	NA	0.64	0.71	NA	NA	NA	NA	NA
1667	NA	NA	0.65	0.69	NA	NA	NA	NA	NA
1668	NA	NA	0.68	0.71	NA	NA	NA	NA	NA
1669	NA	NA	0.59	0.62	NA	NA	NA	NA	NA
1670	NA	NA	0.62	0.67	NA	NA	NA	NA	NA
1671	NA	NA	0.65	0.69	NA	NA	NA	NA	NA
1672	NA	NA	0.69	0.76	NA	NA	NA	NA	NA
1673	NA	NA	0.69	0.74	NA	NA	NA	NA	NA
1674	NA	NA	0.64	0.7	NA	NA	NA	NA	NA
1675	NA	NA	0.61	0.71	NA	NA	NA	NA	NA
1676	NA	NA	0.61	0.73	NA	NA	NA	NA	NA
1677	NA	NA	0.6	0.68	NA	NA	NA	NA	NA
1678	NA	NA	0.62	0.58	NA	NA	NA	NA	NA
1679	NA	NA	0.62	0.7	NA	NA	NA	NA	NA
1680	NA	NA	0.65	0.68	NA	NA	NA	NA	NA
1681	NA	NA	0.67	0.64	NA	NA	NA	NA	NA
1682	NA	NA	0.71	0.71	NA	NA	NA	NA	NA
1683	NA	NA	0.69	0.7	NA	NA	NA	NA	NA
1684	NA	NA	0.58	0.62	NA	NA	NA	NA	NA
1685	NA	NA	0.64	0.69	NA	NA	NA	NA	NA
1686	NA	NA	0.74	0.71	NA	NA	NA	NA	NA
1687	NA	NA	0.69	0.71	NA	NA	NA	NA	NA
1688	NA	NA	0.57	0.63	NA	NA	NA	NA	NA
1689	NA	NA	0.64	0.68	NA	NA	NA	NA	NA
1690	NA	NA	0.63	0.67	NA	NA	NA	NA	NA
1691	NA	NA	0.62	0.67	NA	NA	NA	NA	NA
1692	NA	NA	0.65	0.69	NA	NA	NA	NA	NA
1693	NA	NA	0.66	0.78	NA	NA	NA	NA	NA
1694	NA	NA	0.58	0.64	NA	NA	NA	NA	NA
1695	NA	NA	0.55	0.57	NA	NA	NA	NA	NA
1696	NA	NA	0.65	0.7	NA	NA	NA	NA	NA
1697	NA	NA	0.61	0.73	NA	NA	NA	NA	NA
1698	NA	NA	0.52	0.65	NA	NA	NA	NA	NA
1699	NA	NA	0.46	0.65	NA	NA	NA	NA	NA
1700	NA	NA	0.48	0.68	NA	NA	NA	NA	NA
1701	NA	NA	0.53	0.7	NA	NA	NA	NA	NA
1702	NA	NA	0.54	0.72	NA	NA	NA	NA	NA
1703	NA	NA	0.5	0.71	NA	NA	NA	NA	NA
1704	NA	NA	0.5	0.72	NA	NA	NA	NA	NA
1705	NA	NA	0.5	0.68	NA	NA	NA	NA	NA
1706	NA	NA	0.52	0.72	NA	NA	NA	NA	NA
1707	NA	NA	0.52	0.72	NA	NA	NA	NA	NA
1708	NA	NA	0.56	0.74	NA	NA	NA	NA	NA
1709	NA	NA	0.52	0.68	NA	NA	NA	NA	NA
1710	NA	NA	0.55	0.72	NA	NA	NA	NA	NA
1711	NA	NA	0.51	0.68	NA	NA	NA	NA	NA
1712	NA	NA	0.54	0.72	NA	NA	NA	NA	NA
1713	NA	NA	0.58	0.72	NA	NA	NA	NA	NA
1714	NA	NA	0.6	0.71	NA	NA	NA	NA	NA
1715	NA	NA	0.58	0.71	NA	NA	NA	NA	NA
1716	NA	NA	0.56	0.6	NA	NA	NA	NA	NA
1717	NA	NA	0.59	0.65	NA	NA	NA	NA	NA
1718	NA	NA	0.68	0.73	NA	NA	NA	NA	NA
1719	NA	NA	0.57	0.69	NA	NA	NA	NA	NA
1720	NA	NA	0.59	0.71	NA	NA	NA	NA	NA
1721	NA	NA	0.58	0.69	NA	NA	NA	NA	NA
1722	NA	NA	0.61	0.69	NA	NA	NA	NA	NA
1723	NA	NA	0.46	0.61	NA	NA	NA	NA	NA
1724	NA	NA	0.61	0.78	NA	NA	NA	NA	NA
1725	NA	NA	0.55	0.67	NA	NA	NA	NA	NA
1726	NA	NA	0.52	0.61	NA	NA	NA	NA	NA
1727	NA	NA	0.58	0.6	NA	NA	NA	NA	NA
