"Study","XML_FileName","rwlFile","status","error","nSeries","nCells","firstYear","lastYear","precision","nGaps","nGapCells","nRenamed","events","nWarnings","warnings"
"AL004","noaa-tree-27710.xml","./data_files/treering/measurements/northamerica/usa/al004.rwl","ok",NA,10,571,1925,2018,NA,NA,NA,NA,"",0,""
"ARGE047","noaa-tree-2772.xml","./data_files/treering/measurements/southamerica/arge047.rwl","ok",NA,30,4131,1743,1986,NA,NA,NA,NA,"",0,""
"ARGE036","noaa-tree-2773.xml","./data_files/treering/measurements/southamerica/arge036.rwl","ok",NA,20,4237,1664,1984,NA,NA,NA,NA,"",0,""
"ARGE033","noaa-tree-2774.xml","./data_files/treering/measurements/southamerica/arge033.rwl","ok",NA,54,9214,1726,1986,NA,NA,NA,NA,"",0,""
"ARGE040","noaa-tree-2775.xml","./data_files/treering/measurements/southamerica/arge040.rwl","ok",NA,23,4186,1700,1985,NA,NA,NA,NA,"",0,""
"ARGE034","noaa-tree-2776.xml","./data_files/treering/measurements/southamerica/arge034.rwl","ok",NA,65,10411,1723,1985,NA,NA,NA,NA,"",0,""
"ARGE043","noaa-tree-2777.xml","./data_files/treering/measurements/southamerica/arge043.rwl","ok",NA,56,11959,1575,1984,NA,NA,NA,NA,"",0,""
"ARGE046","noaa-tree-2778.xml","./data_files/treering/measurements/southamerica/arge046.rwl","ok",NA,25,4252,1731,1986,NA,NA,NA,NA,"",0,""
"ARGE038","noaa-tree-2779.xml","./data_files/treering/measurements/southamerica/arge038.rwl","ok",NA,31,6641,1662,1985,NA,NA,NA,NA,"",0,""
"ARGE052","noaa-tree-2780.xml","./data_files/treering/measurements/southamerica/arge052.rwl","ok",NA,17,2964,1662,1988,NA,NA,NA,NA,"",0,""
"ARGE051","noaa-tree-2781.xml","./data_files/treering/measurements/southamerica/arge051.rwl","ok",NA,25,4016,1726,1986,NA,NA,NA,NA,"",0,""
"ARGE030","noaa-tree-2782.xml","./data_files/treering/measurements/southamerica/arge030.rwl","ok",NA,42,21931,441,1974,NA,NA,NA,NA,"",0,""
"ARGE055","noaa-tree-2783.xml","./data_files/treering/measurements/southamerica/arge055.rwl","ok",NA,32,4894,1739,1986,NA,NA,NA,NA,"",0,""
"ARGE059","noaa-tree-2784.xml","./data_files/treering/measurements/southamerica/arge059.rwl","ok",NA,42,6326,1705,1986,NA,NA,NA,NA,"",0,""
"ARGE060","noaa-tree-2785.xml","./data_files/treering/measurements/southamerica/arge060.rwl","ok",NA,24,6025,1528,1986,NA,NA,NA,NA,"",0,""
"ARGE061","noaa-tree-2786.xml","./data_files/treering/measurements/southamerica/arge061.rwl","ok",NA,33,6733,1657,1984,NA,NA,NA,NA,"",0,""
"ARGE062","noaa-tree-2787.xml","./data_files/treering/measurements/southamerica/arge062.rwl","ok",NA,33,7007,1593,1984,NA,NA,NA,NA,"",0,""
"INDI019","noaa-tree-2788.xml","./data_files/treering/measurements/asia/indi019.rwl","ok",NA,12,1844,1720,1990,NA,NA,NA,NA,"",0,""
"INDI018","noaa-tree-2789.xml","./data_files/treering/measurements/asia/indi018.rwl","ok",NA,12,2265,1745,1989,NA,NA,NA,NA,"",0,""
"INDI017","noaa-tree-2790.xml","./data_files/treering/measurements/asia/indi017.rwl","ok",NA,45,7917,1673,1989,NA,NA,NA,NA,"",0,""
"INDI020","noaa-tree-2791.xml","./data_files/treering/measurements/asia/indi020.rwl","ok",NA,25,3270,1796,1990,NA,NA,NA,NA,"",0,""
"INDI021","noaa-tree-2792.xml","./data_files/treering/measurements/asia/indi021.rwl","ok",NA,13,3187,1657,1990,NA,NA,NA,NA,"",0,""
"INDI010","noaa-tree-2793.xml","./data_files/treering/measurements/asia/indi010.rwl","ok",NA,27,4339,1711,1988,NA,NA,NA,NA,"",0,""
"INDI012","noaa-tree-2794.xml","./data_files/treering/measurements/asia/indi012.rwl","ok",NA,33,3876,1775,1988,NA,NA,NA,NA,"",0,""
"INDI013","noaa-tree-2795.xml","./data_files/treering/measurements/asia/indi013.rwl","ok",NA,42,6604,1676,1988,NA,NA,NA,NA,"",0,""
"INDI015","noaa-tree-2796.xml","./data_files/treering/measurements/asia/indi015.rwl","ok",NA,17,4691,1590,1989,NA,NA,NA,NA,"",0,""
"INDI014","noaa-tree-2797.xml","./data_files/treering/measurements/asia/indi014.rwl","ok",NA,20,4165,1685,1989,NA,NA,NA,NA,"",0,""
"AK169","noaa-tree-27970.xml","./data_files/treering/measurements/northamerica/usa/ak169.rwl","ok",NA,88,19504,838,2001,NA,NA,NA,NA,"",0,""
"AK170","noaa-tree-27971.xml","./data_files/treering/measurements/northamerica/usa/ak170.rwl","ok",NA,82,14327,114,608,NA,NA,NA,NA,"",0,""
"AK171","noaa-tree-27972.xml","./data_files/treering/measurements/northamerica/usa/ak171.rwl","ok",NA,192,33885,933,2001,NA,NA,NA,NA,"",0,""
"AK172","noaa-tree-27973.xml","./data_files/treering/measurements/northamerica/usa/ak172.rwl","ok",NA,16,2926,235,599,NA,NA,NA,NA,"",0,""
"MEXI116","noaa-tree-27974.xml","./data_files/treering/measurements/northamerica/mexico/mexi116.rwl","ok",NA,28,1928,1906,2014,NA,NA,NA,NA,"",0,""
"INDI016","noaa-tree-2798.xml","./data_files/treering/measurements/asia/indi016.rwl","ok",NA,14,2811,1724,1989,NA,NA,NA,NA,"",0,""
"INDI011","noaa-tree-2799.xml","./data_files/treering/measurements/asia/indi011.rwl","ok",NA,29,3419,1801,1988,NA,NA,NA,NA,"",0,""
"BRIT039","noaa-tree-2800.xml","./data_files/treering/measurements/europe/brit039.rwl","ok",NA,52,5320,-1689,-1488,NA,NA,NA,NA,"",0,""
"BRIT038","noaa-tree-2801.xml","./data_files/treering/measurements/europe/brit038.rwl","ok",NA,35,3697,-2228,-1889,NA,NA,NA,NA,"",0,""
"CANA590","noaa-tree-28011.xml","./data_files/treering/measurements/northamerica/canada/cana590.rwl","ok",NA,859,109555,1643,2013,NA,NA,NA,NA,"",0,""
"CANA591","noaa-tree-28012.xml","./data_files/treering/measurements/northamerica/canada/cana591.rwl","ok",NA,153,20336,1772,2013,NA,NA,NA,NA,"",0,""
"BRIT037","noaa-tree-2802.xml","./data_files/treering/measurements/europe/brit037.rwl","ok",NA,76,7738,-2920,-2444,NA,NA,NA,NA,"",0,""
"BRIT036","noaa-tree-2803.xml","./data_files/treering/measurements/europe/brit036.rwl","ok",NA,24,4613,-3776,-3016,NA,NA,NA,NA,"",0,""
"AZ071","noaa-tree-2804.xml","./data_files/treering/measurements/northamerica/usa/az071.rwl","ok",NA,8,1704,1691,1964,NA,NA,NA,NA,"",0,""
"AZ069","noaa-tree-2805.xml","./data_files/treering/measurements/northamerica/usa/az069.rwl","ok",NA,6,2111,1600,1971,NA,NA,NA,NA,"",0,""
"AZ072","noaa-tree-2806.xml","./data_files/treering/measurements/northamerica/usa/az072.rwl","ok",NA,6,2227,1482,1971,NA,NA,NA,NA,"",0,""
"GERM019","noaa-tree-2807.xml","./data_files/treering/measurements/europe/germ019.rwl","ok",NA,27,4392,1380,1947,NA,NA,NA,NA,"",0,""
"CANA113","noaa-tree-2808.xml","./data_files/treering/measurements/northamerica/canada/cana113.rwl","ok",NA,28,7567,1629,1983,NA,NA,NA,NA,"",0,""
"AZ554","noaa-tree-2809.xml","./data_files/treering/measurements/northamerica/usa/az554.rwl","ok",NA,24,7654,1556,1983,NA,NA,NA,NA,"",0,""
"OR043","noaa-tree-2810.xml","./data_files/treering/measurements/northamerica/usa/or043.rwl","ok",NA,26,7878,1504,1983,NA,NA,NA,NA,"",0,""
"ID007","noaa-tree-2811.xml","./data_files/treering/measurements/northamerica/usa/id007.rwl","ok",NA,24,5983,1716,1983,NA,NA,NA,NA,"",0,""
"UT511","noaa-tree-2812.xml","./data_files/treering/measurements/northamerica/usa/ut511.rwl","ok",NA,24,6684,1581,1983,NA,NA,NA,NA,"",0,""
"CO554","noaa-tree-2813.xml","./data_files/treering/measurements/northamerica/usa/co554.rwl","ok",NA,24,6882,1565,1982,NA,NA,NA,NA,"",0,""
"OR042","noaa-tree-2814.xml","./data_files/treering/measurements/northamerica/usa/or042.rwl","ok",NA,27,8032,1564,1983,NA,NA,NA,NA,"",0,""
"UT510","noaa-tree-2815.xml","./data_files/treering/measurements/northamerica/usa/ut510.rwl","ok",NA,24,5174,1542,1983,NA,NA,NA,NA,"",0,""
"AZ552","noaa-tree-2816.xml","./data_files/treering/measurements/northamerica/usa/az552.rwl","ok",NA,9,1017,1828,1983,NA,NA,NA,NA,"",0,""
"AZ551","noaa-tree-2817.xml","./data_files/treering/measurements/northamerica/usa/az551.rwl","ok",NA,16,3535,1703,1983,NA,NA,NA,NA,"",0,""
"CA558","noaa-tree-2818.xml","./data_files/treering/measurements/northamerica/usa/ca558.rwl","ok",NA,26,5921,1642,1983,NA,NA,NA,NA,"",0,""
"ID008","noaa-tree-2819.xml","./data_files/treering/measurements/northamerica/usa/id008.rwl","ok",NA,22,7427,1530,1983,NA,NA,NA,NA,"",0,""
"IL017","noaa-tree-28190.xml","./data_files/treering/measurements/northamerica/usa/il017.rwl","ok",NA,51,7467,1727,2014,NA,NA,NA,NA,"",0,""
"IL018","noaa-tree-28191.xml","./data_files/treering/measurements/northamerica/usa/il018.rwl","ok",NA,27,3239,1847,2014,NA,NA,NA,NA,"",0,""
"IL019","noaa-tree-28192.xml","./data_files/treering/measurements/northamerica/usa/il019.rwl","ok",NA,49,5044,1865,2012,NA,NA,NA,NA,"",0,""
"IL020","noaa-tree-28193.xml","./data_files/treering/measurements/northamerica/usa/il020.rwl","ok",NA,37,3300,1863,2014,NA,NA,NA,NA,"",0,""
"IL021","noaa-tree-28194.xml","./data_files/treering/measurements/northamerica/usa/il021.rwl","ok",NA,41,4148,1851,2014,NA,NA,NA,NA,"",0,""
"IL022","noaa-tree-28195.xml","./data_files/treering/measurements/northamerica/usa/il022.rwl","ok",NA,26,3656,1825,2014,NA,NA,NA,NA,"",0,""
"IL023","noaa-tree-28196.xml","./data_files/treering/measurements/northamerica/usa/il023.rwl","ok",NA,37,5053,1761,2014,NA,NA,NA,NA,"",0,""
"IL024","noaa-tree-28197.xml","./data_files/treering/measurements/northamerica/usa/il024.rwl","ok",NA,21,2869,1839,2014,NA,NA,NA,NA,"",0,""
"IL025","noaa-tree-28198.xml","./data_files/treering/measurements/northamerica/usa/il025.rwl","ok",NA,104,13710,1721,2014,NA,NA,NA,NA,"",0,""
"WY024","noaa-tree-2820.xml","./data_files/treering/measurements/northamerica/usa/wy024.rwl","ok",NA,26,7049,1508,1983,NA,NA,NA,NA,"",0,""
"UT512","noaa-tree-2821.xml","./data_files/treering/measurements/northamerica/usa/ut512.rwl","ok",NA,24,6810,1511,1983,NA,NA,NA,NA,"",0,""
"MT108","noaa-tree-2822.xml","./data_files/treering/measurements/northamerica/usa/mt108.rwl","ok",NA,26,8459,1496,1983,NA,NA,NA,NA,"",0,""
"MT105","noaa-tree-2823.xml","./data_files/treering/measurements/northamerica/usa/mt105.rwl","ok",NA,20,2952,1758,1983,NA,NA,NA,NA,"",0,""
"VA041","noaa-tree-28230.xml","./data_files/treering/measurements/northamerica/usa/va041.rwl","ok",NA,16,2282,1675,1840,NA,NA,NA,NA,"",0,""
"WV015","noaa-tree-28231.xml","./data_files/treering/measurements/northamerica/usa/wv015.rwl","ok",NA,24,1927,1683,1799,NA,NA,NA,NA,"",0,""
"WV016","noaa-tree-28232.xml","./data_files/treering/measurements/northamerica/usa/wv016.rwl","ok",NA,13,1683,1698,1877,NA,NA,NA,NA,"",0,""
"WV017","noaa-tree-28233.xml","./data_files/treering/measurements/northamerica/usa/wv017.rwl","ok",NA,17,1947,1682,1824,NA,NA,NA,NA,"",0,""
"WV018","noaa-tree-28234.xml","./data_files/treering/measurements/northamerica/usa/wv018.rwl","ok",NA,22,1893,1680,1804,NA,NA,NA,NA,"",0,""
"WV019","noaa-tree-28235.xml","./data_files/treering/measurements/northamerica/usa/wv019.rwl","ok",NA,23,1775,1684,1786,NA,NA,NA,NA,"",0,""
"WV020","noaa-tree-28236.xml","./data_files/treering/measurements/northamerica/usa/wv020.rwl","ok",NA,15,1503,1674,1792,NA,NA,NA,NA,"",0,""
"WV021","noaa-tree-28237.xml","./data_files/treering/measurements/northamerica/usa/wv021.rwl","ok",NA,17,1044,1777,1865,NA,NA,NA,NA,"",0,""
"WV022","noaa-tree-28238.xml","./data_files/treering/measurements/northamerica/usa/wv022.rwl","ok",NA,16,1623,1691,1833,NA,NA,NA,NA,"",0,""
"WV023","noaa-tree-28239.xml","./data_files/treering/measurements/northamerica/usa/wv023.rwl","ok",NA,16,2277,1586,1794,NA,NA,NA,NA,"",0,""
"NORW013","noaa-tree-2824.xml","./data_files/treering/measurements/europe/norw013.rwl","ok",NA,28,4432,1781,1981,NA,NA,NA,NA,"",0,""
"WV024","noaa-tree-28240.xml","./data_files/treering/measurements/northamerica/usa/wv024.rwl","ok",NA,17,1505,1684,1871,NA,NA,NA,NA,"",0,""
"WV025","noaa-tree-28241.xml","./data_files/treering/measurements/northamerica/usa/wv025.rwl","ok",NA,44,5121,1688,1851,NA,NA,NA,NA,"",0,""
"WV026","noaa-tree-28242.xml","./data_files/treering/measurements/northamerica/usa/wv026.rwl","ok",NA,18,1627,1714,1840,NA,NA,NA,NA,"",0,""
"WV027","noaa-tree-28243.xml","./data_files/treering/measurements/northamerica/usa/wv027.rwl","ok",NA,17,1253,1719,1869,NA,NA,NA,NA,"",0,""
"WV028","noaa-tree-28244.xml","./data_files/treering/measurements/northamerica/usa/wv028.rwl","ok",NA,26,3215,1591,1784,NA,NA,NA,NA,"",1,"In ./data_files/treering/measurements/northamerica/usa/wv028.rwl, series SCW104A is entered as 2 separately terminated records that share no year: 1591-1728, 1734-1784. They have been read as one series with a 5-year gap where the file records nothing. Entering one core as several terminated records is allowable and usually means just that. Worth a look only to rule out the other reading, that these are different cores sharing an ID."
"WV029","noaa-tree-28245.xml","./data_files/treering/measurements/northamerica/usa/wv029.rwl","ok",NA,28,2998,1690,1831,NA,NA,NA,NA,"",0,""
"WV030","noaa-tree-28246.xml","./data_files/treering/measurements/northamerica/usa/wv030.rwl","ok",NA,12,896,1725,1844,NA,NA,NA,NA,"",0,""
"WV031","noaa-tree-28247.xml","./data_files/treering/measurements/northamerica/usa/wv031.rwl","ok",NA,19,2888,1675,1874,NA,NA,NA,NA,"",0,""
"WA082","noaa-tree-2825.xml","./data_files/treering/measurements/northamerica/usa/wa082.rwl","ok",NA,23,4536,1698,1983,NA,NA,NA,NA,"",0,""
"NORW014","noaa-tree-2826.xml","./data_files/treering/measurements/europe/norw014.rwl","ok",NA,20,5262,1605,1981,NA,NA,NA,NA,"",0,""
"FINL062","noaa-tree-2827.xml","./data_files/treering/measurements/europe/finl062.rwl","ok",NA,19,6303,1560,1983,NA,NA,NA,NA,"",0,""
"CANA114","noaa-tree-2828.xml","./data_files/treering/measurements/northamerica/canada/cana114.rwl","ok",NA,24,2774,1804,1983,NA,NA,NA,NA,"",0,""
"CANA112","noaa-tree-2829.xml","./data_files/treering/measurements/northamerica/canada/cana112.rwl","ok",NA,24,5643,1701,1983,NA,NA,NA,NA,"",0,""
"CA557","noaa-tree-2830.xml","./data_files/treering/measurements/northamerica/usa/ca557.rwl","ok",NA,22,8415,1525,1983,NA,NA,NA,NA,"",0,""
"CA556","noaa-tree-2831.xml","./data_files/treering/measurements/northamerica/usa/ca556.rwl","ok",NA,23,7290,1548,1983,NA,NA,NA,NA,"",0,""
"BRIT073","noaa-tree-28310.xml","./data_files/treering/measurements/europe/brit073.rwl","ok",NA,28,2795,1203,1372,NA,NA,NA,NA,"",0,""
"BRIT074","noaa-tree-28311.xml","./data_files/treering/measurements/europe/brit074.rwl","ok",NA,56,5490,1326,1532,NA,NA,NA,NA,"",0,""
"BRIT075","noaa-tree-28312.xml","./data_files/treering/measurements/europe/brit075.rwl","ok",NA,14,1509,1111,1323,NA,NA,NA,NA,"",0,""
"BRIT076","noaa-tree-28313.xml","./data_files/treering/measurements/europe/brit076.rwl","ok",NA,32,4969,1532,1749,NA,NA,NA,NA,"",0,""
"BRIT077","noaa-tree-28314.xml","./data_files/treering/measurements/europe/brit077.rwl","ok",NA,16,1391,1685,1805,NA,NA,NA,NA,"",0,""
"BRIT078","noaa-tree-28315.xml","./data_files/treering/measurements/europe/brit078.rwl","ok",NA,50,4845,1381,1559,NA,NA,NA,NA,"",0,""
"BRIT079","noaa-tree-28316.xml","./data_files/treering/measurements/europe/brit079.rwl","ok",NA,26,2240,1639,1753,NA,NA,NA,NA,"",0,""
"BRIT080","noaa-tree-28317.xml","./data_files/treering/measurements/europe/brit080.rwl","ok",NA,26,1722,1327,1429,NA,NA,NA,NA,"",0,""
"BRIT081","noaa-tree-28318.xml","./data_files/treering/measurements/europe/brit081.rwl","ok",NA,18,2033,891,1090,NA,NA,NA,NA,"",0,""
"BRIT082","noaa-tree-28319.xml","./data_files/treering/measurements/europe/brit082.rwl","ok",NA,18,1192,1681,1772,NA,NA,NA,NA,"",0,""
"MT106","noaa-tree-2832.xml","./data_files/treering/measurements/northamerica/usa/mt106.rwl","ok",NA,24,4113,1785,1983,NA,NA,NA,NA,"",0,""
"BRIT083","noaa-tree-28320.xml","./data_files/treering/measurements/europe/brit083.rwl","ok",NA,18,1190,1695,1769,NA,NA,NA,NA,"",0,""
"BRIT084","noaa-tree-28321.xml","./data_files/treering/measurements/europe/brit084.rwl","ok",NA,1,303,1368,1670,NA,NA,NA,NA,"",0,""
"BRIT085","noaa-tree-28322.xml","./data_files/treering/measurements/europe/brit085.rwl","ok",NA,16,1580,1260,1409,NA,NA,NA,NA,"",0,""
"BRIT086","noaa-tree-28323.xml","./data_files/treering/measurements/europe/brit086.rwl","ok",NA,4,360,1425,1544,NA,NA,NA,NA,"",0,""
"BRIT087","noaa-tree-28324.xml","./data_files/treering/measurements/europe/brit087.rwl","ok",NA,126,13136,1424,1668,NA,NA,NA,NA,"",0,""
"BRIT088","noaa-tree-28325.xml","./data_files/treering/measurements/europe/brit088.rwl","ok",NA,10,986,1085,1221,NA,NA,NA,NA,"",0,""
"BRIT089","noaa-tree-28326.xml","./data_files/treering/measurements/europe/brit089.rwl","ok",NA,18,1578,1124,1315,NA,NA,NA,NA,"",0,""
"BRIT090","noaa-tree-28327.xml","./data_files/treering/measurements/europe/brit090.rwl","ok",NA,50,5300,878,1230,NA,NA,NA,NA,"",0,""
"BRIT091","noaa-tree-28328.xml","./data_files/treering/measurements/europe/brit091.rwl","ok",NA,4,286,969,1053,NA,NA,NA,NA,"",0,""
"BRIT092","noaa-tree-28329.xml","./data_files/treering/measurements/europe/brit092.rwl","ok",NA,6,452,1019,1133,NA,NA,NA,NA,"",0,""
"WY022","noaa-tree-2833.xml","./data_files/treering/measurements/northamerica/usa/wy022.rwl","ok",NA,28,7594,1401,1983,NA,NA,NA,NA,"",0,""
"BRIT093","noaa-tree-28330.xml","./data_files/treering/measurements/europe/brit093.rwl","ok",NA,54,8654,1741,2013,NA,NA,NA,NA,"",0,""
"BRIT094","noaa-tree-28331.xml","./data_files/treering/measurements/europe/brit094.rwl","ok",NA,46,4252,1759,1981,NA,NA,NA,NA,"",0,""
"BRIT095","noaa-tree-28332.xml","./data_files/treering/measurements/europe/brit095.rwl","ok",NA,21,1634,1423,1573,NA,NA,NA,NA,"",0,""
"FINL060","noaa-tree-2834.xml","./data_files/treering/measurements/europe/finl060.rwl","ok",NA,22,6981,1536,1983,NA,NA,NA,NA,"",0,""
"WA084","noaa-tree-2835.xml","./data_files/treering/measurements/northamerica/usa/wa084.rwl","ok",NA,25,4822,1750,1983,NA,NA,NA,NA,"",0,""
"OR044","noaa-tree-2836.xml","./data_files/treering/measurements/northamerica/usa/or044.rwl","ok",NA,22,3973,1739,1983,NA,NA,NA,NA,"",0,""
"OR045","noaa-tree-2837.xml","./data_files/treering/measurements/northamerica/usa/or045.rwl","ok",NA,22,4784,1706,1983,NA,NA,NA,NA,"",0,""
"AZ555","noaa-tree-2838.xml","./data_files/treering/measurements/northamerica/usa/az555.rwl","ok",NA,24,6874,1568,1983,NA,NA,NA,NA,"",0,""
"WA081","noaa-tree-2839.xml","./data_files/treering/measurements/northamerica/usa/wa081.rwl","ok",NA,22,6017,1609,1983,NA,NA,NA,NA,"",0,""
"SWED306","noaa-tree-2840.xml","./data_files/treering/measurements/europe/swed306.rwl","ok",NA,12,2868,1667,1983,NA,NA,NA,NA,"",0,""
"FINL064","noaa-tree-2841.xml","./data_files/treering/measurements/europe/finl064.rwl","ok",NA,22,5609,1657,1983,NA,NA,NA,NA,"",0,""
"AZ599","noaa-tree-28411.xml","./data_files/treering/measurements/northamerica/usa/az599.rwl","ok",NA,14,1416,1862,2009,NA,NA,NA,NA,"",0,""
"AZ600","noaa-tree-28412.xml","./data_files/treering/measurements/northamerica/usa/az600.rwl","ok",NA,14,1674,1833,2013,NA,NA,NA,NA,"",0,""
"AZ601","noaa-tree-28413.xml","./data_files/treering/measurements/northamerica/usa/az601.rwl","ok",NA,12,1146,1884,2012,NA,NA,NA,NA,"",0,""
"AZ602","noaa-tree-28414.xml","./data_files/treering/measurements/northamerica/usa/az602.rwl","ok",NA,25,1945,1907,2012,NA,NA,NA,NA,"",0,""
"AZ603","noaa-tree-28415.xml","./data_files/treering/measurements/northamerica/usa/az603.rwl","ok",NA,15,1324,1870,2012,NA,NA,NA,NA,"",0,""
"AZ604","noaa-tree-28416.xml","./data_files/treering/measurements/northamerica/usa/az604.rwl","ok",NA,17,1349,1859,2012,NA,NA,NA,NA,"",0,""
"CO553","noaa-tree-2842.xml","./data_files/treering/measurements/northamerica/usa/co553.rwl","ok",NA,26,7737,1530,1983,NA,NA,NA,NA,"",0,""
"FINL065","noaa-tree-2843.xml","./data_files/treering/measurements/europe/finl065.rwl","ok",NA,20,5009,1578,1983,NA,NA,NA,NA,"",0,""
"WY021","noaa-tree-2844.xml","./data_files/treering/measurements/northamerica/usa/wy021.rwl","ok",NA,28,8012,1496,1983,NA,NA,NA,NA,"",0,""
"FINL066","noaa-tree-2845.xml","./data_files/treering/measurements/europe/finl066.rwl","ok",NA,26,7957,1602,1983,NA,NA,NA,NA,"",0,""
"FINL063","noaa-tree-2846.xml","./data_files/treering/measurements/europe/finl063.rwl","ok",NA,19,5214,1655,1983,NA,NA,NA,NA,"",0,""
"CO552","noaa-tree-2847.xml","./data_files/treering/measurements/northamerica/usa/co552.rwl","ok",NA,26,5447,1626,1983,NA,NA,NA,NA,"",0,""
"FINL059","noaa-tree-2848.xml","./data_files/treering/measurements/europe/finl059.rwl","ok",NA,16,4903,1562,1983,NA,NA,NA,NA,"",0,""
"NM571","noaa-tree-2849.xml","./data_files/treering/measurements/northamerica/usa/nm571.rwl","ok",NA,20,3369,1735,1983,NA,NA,NA,NA,"",0,""
"WA083","noaa-tree-2850.xml","./data_files/treering/measurements/northamerica/usa/wa083.rwl","ok",NA,24,6014,1605,1983,NA,NA,NA,NA,"",0,""
"NM570","noaa-tree-2851.xml","./data_files/treering/measurements/northamerica/usa/nm570.rwl","ok",NA,26,6984,1554,1983,NA,NA,NA,NA,"",0,""
"MT107","noaa-tree-2852.xml","./data_files/treering/measurements/northamerica/usa/mt107.rwl","ok",NA,26,4343,1782,1983,NA,NA,NA,NA,"",0,""
"NM569","noaa-tree-2853.xml","./data_files/treering/measurements/northamerica/usa/nm569.rwl","ok",NA,22,2973,1828,1983,NA,NA,NA,NA,"",0,""
"CA691","noaa-tree-28530.xml","./data_files/treering/measurements/northamerica/usa/ca691.rwl","ok",NA,57,12629,1540,2015,NA,NA,NA,NA,"",0,""
"CA692","noaa-tree-28531.xml","./data_files/treering/measurements/northamerica/usa/ca692.rwl","ok",NA,75,18392,1615,2015,NA,NA,NA,NA,"",0,""
"CA693","noaa-tree-28532.xml","./data_files/treering/measurements/northamerica/usa/ca693.rwl","ok",NA,38,2909,1896,2014,NA,NA,NA,NA,"",0,""
"CA694","noaa-tree-28533.xml","./data_files/treering/measurements/northamerica/usa/ca694.rwl","ok",NA,40,4303,1829,2014,NA,NA,NA,NA,"",0,""
"AZ553","noaa-tree-2854.xml","./data_files/treering/measurements/northamerica/usa/az553.rwl","ok",NA,23,6904,1453,1983,NA,NA,NA,NA,"",0,""
"FINL058","noaa-tree-2855.xml","./data_files/treering/measurements/europe/finl058.rwl","ok",NA,16,4444,1560,1983,NA,NA,NA,NA,"",0,""
"CA559","noaa-tree-2856.xml","./data_files/treering/measurements/northamerica/usa/ca559.rwl","ok",NA,24,5123,1712,1983,NA,NA,NA,NA,"",0,""
"FINL061","noaa-tree-2857.xml","./data_files/treering/measurements/europe/finl061.rwl","ok",NA,22,6893,1532,1983,NA,NA,NA,NA,"",0,""
"SWIT368","noaa-tree-28570.xml","./data_files/treering/measurements/europe/swit368.rwl","ok",NA,27,3411,1885,2016,NA,NA,NA,NA,"",0,""
"SWIT369","noaa-tree-28571.xml","./data_files/treering/measurements/europe/swit369.rwl","ok",NA,24,2238,1860,2016,NA,NA,NA,NA,"",0,""
"SWIT370","noaa-tree-28572.xml","./data_files/treering/measurements/europe/swit370.rwl","ok",NA,26,2752,1875,2016,NA,NA,NA,NA,"",0,""
"SWIT371","noaa-tree-28573.xml","./data_files/treering/measurements/europe/swit371.rwl","ok",NA,31,3565,1880,2016,NA,NA,NA,NA,"",0,""
"SWIT372","noaa-tree-28574.xml","./data_files/treering/measurements/europe/swit372.rwl","ok",NA,19,4002,1645,2015,NA,NA,NA,NA,"",0,""
"SWIT373","noaa-tree-28575.xml","./data_files/treering/measurements/europe/swit373.rwl","ok",NA,25,2621,1890,2015,NA,NA,NA,NA,"",0,""
"SWIT374","noaa-tree-28576.xml","./data_files/treering/measurements/europe/swit374.rwl","ok",NA,15,1905,1795,2015,NA,NA,NA,NA,"",0,""
"SWIT375","noaa-tree-28577.xml","./data_files/treering/measurements/europe/swit375.rwl","ok",NA,23,2479,1897,2016,NA,NA,NA,NA,"",0,""
"SWIT376","noaa-tree-28578.xml","./data_files/treering/measurements/europe/swit376.rwl","ok",NA,30,3907,1878,2014,NA,NA,NA,NA,"",0,""
"SWIT377","noaa-tree-28579.xml","./data_files/treering/measurements/europe/swit377.rwl","ok",NA,30,2457,1881,2016,NA,NA,NA,NA,"",0,""
"WY023","noaa-tree-2858.xml","./data_files/treering/measurements/northamerica/usa/wy023.rwl","ok",NA,26,10443,1388,1983,NA,NA,NA,NA,"",0,""
"SWIT378","noaa-tree-28580.xml","./data_files/treering/measurements/europe/swit378.rwl","ok",NA,30,4659,1851,2016,NA,NA,NA,NA,"",0,""
"SWIT379","noaa-tree-28581.xml","./data_files/treering/measurements/europe/swit379.rwl","ok",NA,32,5125,1773,2015,NA,NA,NA,NA,"",0,""
"SWIT380","noaa-tree-28582.xml","./data_files/treering/measurements/europe/swit380.rwl","ok",NA,30,2003,1938,2016,NA,NA,NA,NA,"",0,""
"SWIT381","noaa-tree-28583.xml","./data_files/treering/measurements/europe/swit381.rwl","ok",NA,30,2922,1904,2014,NA,NA,NA,NA,"",0,""
"SWIT382","noaa-tree-28584.xml","./data_files/treering/measurements/europe/swit382.rwl","ok",NA,29,5356,1755,2015,NA,NA,NA,NA,"",0,""
"WY025","noaa-tree-2859.xml","./data_files/treering/measurements/northamerica/usa/wy025.rwl","ok",NA,22,5812,1672,1983,NA,NA,NA,NA,"",0,""
"CANA111","noaa-tree-2860.xml","./data_files/treering/measurements/northamerica/canada/cana111.rwl","ok",NA,23,8364,1413,1983,NA,NA,NA,NA,"",0,""
"NORW015","noaa-tree-2861.xml","./data_files/treering/measurements/europe/norw015.rwl","ok",NA,34,6342,1600,1983,NA,NA,NA,NA,"",0,""
